QKEY,INTERVIEW_START_W144,INTERVIEW_END_W144,DEVICE_TYPE_W144,LANG_W144,XRAND_FB_IG_W144,SMUSE_a_W144,SMUSE_c_W144,SMUSE_d_W144,SMUSE_i_W144,SMUSE2_a_W144,SMUSE2_c_W144,SMUSE2_d_W144,SMUSE2_i_W144,SOCIALNEWS2_a_W144,SOCIALNEWS2_c_W144,SOCIALNEWS2_d_W144,SOCIALNEWS2_i_W144,DOV_USE4_W144,DOV_ASKFB_W144,DOV_ASKIG_W144,FBWHY_a_W144,FBWHY_b_W144,FBWHY_c_W144,FBWHY_d_W144,FBWHY_e_W144,FBWHY_f_W144,FBWHY_g_W144,FBDEMOCRACY_W144,FBSOURCE_a_W144,FBSOURCE_b_W144,FBSOURCE_c_W144,FBSOURCE_d_W144,FBSOURCE_e_W144,FBTYPE_a_W144,FBTYPE_b_W144,FBTYPE_c_W144,FBTYPE_d_W144,FBACC_W144,FBINFLUENCE_W144,FBELSE_W144,FBWORN_W144,FBHARASS_W144,FBSHARE_W144,FBSHAREPOL_W144,FBWHYSP_a_W144,FBWHYSP_b_W144,FBWHYSP_c_W144,FBWHYSP_d_W144,FBWHYNTSP_a_W144,FBWHYNTSP_b_W144,FBWHYNTSP_c_W144,FBWHYNTSP_d_W144,FBSEEPOL_W144,FBPOLIDEO_W144,FBFREEEXP_W144,IGWHY_a_W144,IGWHY_b_W144,IGWHY_c_W144,IGWHY_d_W144,IGWHY_e_W144,IGWHY_f_W144,IGWHY_g_W144,IGDEMOCRACY_W144,IGSOURCE_a_W144,IGSOURCE_b_W144,IGSOURCE_c_W144,IGSOURCE_d_W144,IGSOURCE_e_W144,IGTYPE_a_W144,IGTYPE_b_W144,IGTYPE_c_W144,IGTYPE_d_W144,IGACC_W144,IGINFLUENCE_W144,IGELSE_W144,IGWORN_W144,IGHARASS_W144,IGSHARE_W144,IGSHAREPOL_W144,IGWHYSP_a_W144,IGWHYSP_b_W144,IGWHYSP_c_W144,IGWHYSP_d_W144,IGWHYNTSP_a_W144,IGWHYNTSP_b_W144,IGWHYNTSP_c_W144,IGWHYNTSP_d_W144,IGSEEPOL_W144,IGPOLIDEO_W144,IGFREEEXP_W144,XTWHY_a_W144,XTWHY_b_W144,XTWHY_c_W144,XTWHY_d_W144,XTWHY_e_W144,XTWHY_f_W144,XTWHY_g_W144,XTDEMOCRACY_W144,XTSOURCE_a_W144,XTSOURCE_b_W144,XTSOURCE_c_W144,XTSOURCE_d_W144,XTSOURCE_e_W144,XTTYPE_a_W144,XTTYPE_b_W144,XTTYPE_c_W144,XTTYPE_d_W144,XTACC_W144,XTINFLUENCE_W144,XTELSE_W144,XTWORN_W144,XTHARASS_W144,XTSHARE_W144,XTSHAREPOL_W144,XTWHYSP_a_W144,XTWHYSP_b_W144,XTWHYSP_c_W144,XTWHYSP_d_W144,XTWHYNTSP_a_W144,XTWHYNTSP_b_W144,XTWHYNTSP_c_W144,XTWHYNTSP_d_W144,XTSEEPOL_W144,XTPOLIDEO_W144,XTFREEEXP_W144,TTWHY_a_W144,TTWHY_b_W144,TTWHY_c_W144,TTWHY_d_W144,TTWHY_e_W144,TTWHY_f_W144,TTWHY_g_W144,TTDEMOCRACY_W144,TTSOURCE_a_W144,TTSOURCE_b_W144,TTSOURCE_c_W144,TTSOURCE_d_W144,TTSOURCE_e_W144,TTTYPE_a_W144,TTTYPE_b_W144,TTTYPE_c_W144,TTTYPE_d_W144,TTACC_W144,TTINFLUENCE_W144,TTELSE_W144,TTWORN_W144,TTHARASS_W144,TTSHARE_W144,TTSHAREPOL_W144,TTWHYSP_a_W144,TTWHYSP_b_W144,TTWHYSP_c_W144,TTWHYSP_d_W144,TTWHYNTSP_a_W144,TTWHYNTSP_b_W144,TTWHYNTSP_c_W144,TTWHYNTSP_d_W144,TTSEEPOL_W144,TTPOLIDEO_W144,TTFREEEXP_W144,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W144,WEIGHT_W144_FB,WEIGHT_W144_IG,WEIGHT_W144_XT,WEIGHT_W144_TT
2.01702E+11,2024-03-21T23:11:59Z,2024-03-21T23:25:56Z,2,1,2,1,1,1,1,2,3,2,3,1,1,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,1,5,,,,,1,3,2,3,4,3,1,3,3,1,1,3,2,3,3,1,2,1,1,1,1,1,1,1,3,2,3,5,2,1,5,,,,,3,3,1,3,3,3,1,2,3,2,1,3,2,2,1,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,4,4,1,1,4,9,2,2,2,1,5,1,8,1,1,3,1,1,1,1,1,2,1,,1,2,1,9,3,1,2,3,0.7468589491425233,,1.4937178982850465,0.7468589491425233,0.7468589491425233
2.01702E+11,2024-03-20T13:12:18Z,2024-03-20T13:17:51Z,1,1,2,1,1,1,1,4,6,4,5,2,2,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,2,3,1,,,,,,1,2,1,1,,,,,2,1,5,,,,,3,3,3,3,4,2,1,2,3,3,2,3,3,2,3,,,,,,1,1,1,1,,,,,1,1,5,,,,,3,3,3,3,4,2,1,3,3,3,1,3,3,3,3,,,,,,1,2,2,2,,,,,3,1,4,3,3,3,3,,,,,5,,1,1,2,3,2,3,1,3,2,2,,1,2,2,1,3,12,,3,5,2,,2,4,1,9,4,1,2,3,1.312761402237348,,2.625522804474696,1.312761402237348,1.312761402237348
2.01702E+11,2024-03-19T16:58:23Z,2024-03-19T17:02:38Z,1,1,1,1,2,1,2,3,,3,,2,,2,,0,1,1,3,2,2,1,1,2,3,3,,,,,,1,1,1,2,,,,,2,1,5,,,,,2,1,2,3,3,3,2,2,2,1,1,1,1,3,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,3,1,1,5,2,,1,1,1,1,1,1,2,1,3,3,2,2,3,1,9,3,1,1,2,0.5933531900433875,0.5933531900433875,0.5933531900433875,,
2.01702E+11,2024-03-19T18:55:59Z,2024-03-19T18:56:57Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,1,3,2,2,,1,1,1,1,3,2,2,2,5,2,,2,3,1,1,3,3,2,1,1.6837227756221589,,,,
2.01702E+11,2024-03-19T18:45:57Z,2024-03-19T19:03:42Z,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,0,3,3,3,3,1,3,2,3,,,,,,1,1,1,2,,,,,1,1,5,,,,,1,1,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,3,3,2,1,1,2,1,2,1,1,1,1,3,2,1,4,1,2,,,,,,,,,,2,2,1,3,3,1,1,3,1,2,2,1,2,1,2,1,1,1,1,1,3,1,3,3,1,2,,,,,,,,,,3,3,1,1,1,2,2,2,2,1,6,2,,1,1,1,1,6,5,,4,4,2,,2,4,1,6,5,1,1,2,0.3229155828245697,0.6458311656491394,,0.3229155828245697,0.3229155828245697
2.01702E+11,2024-03-20T14:10:20Z,2024-03-20T14:26:27Z,2,1,2,1,2,2,2,1,,,,2,,,,0,1,0,1,3,3,1,1,1,1,2,,,,,,2,1,1,1,,,,,1,1,4,1,1,1,1,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,1,1,3,1,2,,1,1,1,1,6,1,2,1,4,2,,2,3,1,1,3,1,2,1,4.871332981139577,4.871332981139577,,,
2.01702E+11,2024-03-19T15:31:01Z,2024-03-19T15:36:00Z,2,1,2,1,2,2,2,4,,,,2,,,,0,1,0,3,3,2,2,1,1,2,3,,,,,,1,2,2,1,,,,,3,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,2,4,2,,1,1,1,1,5,1,1,1,2,1,,1,1,1,1,2,2,2,1,1.3699497510029597,1.3699497510029597,,,
2.01702E+11,2024-03-19T16:00:33Z,2024-03-19T16:07:42Z,1,1,2,1,2,1,1,2,,1,1,2,,2,1,0,1,1,3,3,3,2,1,2,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,4,4,2,2,3,2,1,1,1,3,1,,,,,,1,1,1,2,,,,,1,1,5,,,,,1,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,2,2,3,1,2,,,,,,,,,,3,2,1,1,4,9,2,2,2,1,6,2,,1,3,5,1,1,12,,3,6,2,,2,4,1,9,4,1,2,2,0.17366991203974463,0.17366991203974463,0.17366991203974463,,0.17366991203974463
2.01702E+11,2024-03-19T20:27:13Z,2024-03-19T20:50:04Z,2,1,1,1,2,1,1,3,,3,3,1,,2,2,0,1,1,2,2,2,1,1,1,3,2,1,1,2,2,1,1,1,1,1,3,1,3,3,1,2,,,,,,,,,,3,2,1,3,2,3,1,1,1,2,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,3,3,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,1,1,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,5,,1,1,3,5,2,2,2,1,5,2,,1,2,2,1,6,1,99,1,4,99,2,2,4,1,9,4,1,2,3,0.6285664735435698,0.6285664735435698,0.6285664735435698,,0.6285664735435698
2.01702E+11,2024-03-23T14:02:39Z,2024-03-23T14:08:24Z,2,1,2,1,2,1,2,3,,5,,2,,2,,0,1,1,3,3,3,2,3,2,2,99,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,3,1,3,3,3,3,3,1,3,99,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,2,1,6,2,,1,1,1,1,1,1,2,1,4,2,,2,4,1,9,4,1,1,2,0.42095709129285375,0.42095709129285375,0.42095709129285375,,
2.01702E+11,2024-03-19T21:27:31Z,2024-03-19T21:27:53Z,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,3,3,1,3,2,2,,1,1,1,1,1,3,2,4,4,1,,1,1,1,9,1,3,2,3,2.5465128397381913,,,,
2.01702E+11,2024-03-19T20:57:46Z,2024-03-19T20:58:13Z,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,4,2,3,2,2,,1,1,1,1,5,2,2,2,2,2,,2,3,1,1,3,1,2,1,0.6649563188224505,,,,
2.01702E+11,2024-03-19T15:52:28Z,2024-03-19T16:04:54Z,2,1,2,2,1,1,2,,2,4,,,2,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,1,2,2,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,5,,1,2,3,1,3,3,2,3,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,2,1,1,5,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,1,1,3,0.4468937481129603,,0.4468937481129603,0.4468937481129603,
2.01702E+11,2024-03-19T16:01:08Z,2024-03-19T16:15:19Z,2,1,1,1,1,2,1,3,2,,6,2,1,,2,0,1,0,3,3,3,3,2,2,3,2,,,,,,2,2,1,2,,,,,3,2,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,1,2,2,1,1,1,1,1,1,2,2,2,3,2,1,4,2,2,2,2,,,,,3,2,1,3,3,3,3,3,3,1,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,5,,1,1,2,4,1,2,1,1,5,2,,1,1,1,1,1,10,,3,6,3,2,2,4,1,9,5,1,2,2,0.8831200991084263,0.8831200991084263,,0.8831200991084263,0.8831200991084263
2.01702E+11,2024-03-19T20:38:52Z,2024-03-19T20:39:08Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,2,1,2,3,2,,1,1,1,1,1,1,1,1,4,3,2,2,3,1,9,3,2,2,2,1.283075868996355,,,,
2.01702E+11,2024-03-24T16:14:08Z,2024-03-24T16:35:30Z,2,1,2,1,2,1,1,6,,6,6,2,,2,2,0,1,1,3,3,3,3,1,3,3,2,,,,,,1,1,1,1,,,,,1,1,5,,,,,1,3,1,3,2,2,1,3,3,3,3,1,3,3,2,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,3,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,4,1,1,2,3,2,2,1,1,6,2,,3,1,1,4,1,3,2,4,2,3,2,2,3,1,4,3,2,1,1,0.8186543522540446,0.8186543522540446,0.8186543522540446,,0.8186543522540446
2.01702E+11,2024-03-21T20:41:05Z,2024-03-21T21:08:26Z,2,2,2,1,2,1,2,2,,4,,1,,1,,0,1,1,2,3,3,1,1,2,2,3,2,1,1,2,1,2,1,1,1,4,3,1,4,2,1,5,,,,,2,2,2,2,5,,1,2,3,3,2,1,2,2,3,2,1,1,2,1,1,1,1,1,4,3,1,3,1,1,5,,,,,2,3,3,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,2,3,1,2,2,1,3,2,2,12,,3,5,1,,1,2,1,1,3,1,2,1,1.253127004987337,1.253127004987337,1.253127004987337,,
2.01702E+11,2024-03-19T19:06:40Z,2024-03-19T19:09:50Z,2,1,1,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,2,1,2,3,2,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,3,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,2,1,3,0.41137394,0.41137394,,,
2.01702E+11,2024-03-19T21:35:06Z,2024-03-19T21:41:00Z,2,1,2,1,1,1,1,2,2,6,5,1,1,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,3,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,5,,1,2,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,2,1,2,1,1,,,,,2,1,2,3,3,2,1,3,3,2,2,,,,,,1,2,1,1,,,,,1,2,,,,,,,,,,5,,2,1,2,3,2,3,1,3,2,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,5,4,1,1,2,0.5253056666188405,,1.050611333237681,0.5253056666188405,0.5253056666188405
2.01702E+11,2024-03-21T13:34:48Z,2024-03-21T13:44:48Z,2,1,2,1,1,1,2,4,2,4,,2,1,2,,0,1,1,3,3,3,1,1,1,3,3,,,,,,1,2,1,2,,,,,2,1,5,,,,,3,2,1,3,3,2,1,3,3,3,1,1,2,3,3,,,,,,1,2,2,2,,,,,3,1,5,,,,,3,3,1,3,4,3,1,1,2,2,1,3,1,3,1,1,2,1,1,1,1,1,1,1,3,4,3,3,3,1,4,1,3,2,3,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,1,1,5,2,,1,1,1,1,3,1,1,1,4,1,,1,1,1,9,1,1,1,3,0.4939681852858387,0.4939681852858387,0.4939681852858387,0.4939681852858387,
2.01702E+11,2024-03-19T15:57:14Z,2024-03-19T15:57:54Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,3,4,1,1,6,2,,1,1,1,1,1,12,,3,6,3,2,2,3,1,6,3,3,1,2,0.4364282829127898,,,,
2.01702E+11,2024-03-21T11:57:11Z,2024-03-21T12:08:30Z,2,2,1,1,2,1,1,2,,1,3,1,,2,1,0,1,1,2,3,3,1,1,1,3,3,1,1,2,2,1,1,1,1,2,3,3,1,5,2,1,5,,,,,3,2,3,1,3,2,2,2,2,2,3,1,1,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,2,2,1,3,2,1,2,2,1,1,1,1,2,4,2,1,4,2,2,,,,,,,,,,3,2,1,1,1,2,1,2,1,3,1,1,7,3,5,3,4,2,2,2,2,99,2,,2,3,3,1,3,2,2,1,10.34117116736681,10.34117116736681,10.34117116736681,,10.34117116736681
2.01702E+11,2024-03-19T19:31:14Z,2024-03-19T19:35:35Z,1,1,1,2,1,2,2,,1,,,,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,3,2,3,1,1,2,1,1,1,1,1,1,1,3,3,2,5,3,1,3,3,2,3,1,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,1,6,2,,3,3,5,4,1,12,,3,5,3,1,1,1,1,9,1,1,2,3,0.4303729793553749,,,0.4303729793553749,
2.01702E+11,2024-03-19T16:19:08Z,2024-03-19T16:24:47Z,1,1,1,1,1,1,1,4,6,3,2,1,2,2,1,1,1,0,3,3,3,3,1,2,3,2,2,2,2,1,2,1,1,1,1,4,2,1,4,2,1,4,1,3,2,3,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,3,3,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,1,1,2,2,2,1,3,2,3,1,1,2,2,1,1,1,1,1,1,5,2,2,2,2,1,5,,,,,3,3,3,3,3,2,1,1,1,2,3,2,2,1,6,2,,4,1,1,4,3,10,,3,6,2,,2,4,3,7,5,1,1,3,1.1798562791845575,2.359712558369115,,1.1798562791845575,1.1798562791845575
2.01702E+11,2024-03-19T16:50:06Z,2024-03-19T16:55:31Z,1,1,1,1,1,1,1,6,5,3,6,2,2,2,2,1,1,0,3,3,3,3,1,2,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,1,3,2,,,,,,1,1,1,1,,,,,1,1,2,1,1,2,1,,,,,2,4,1,3,3,3,2,2,3,3,2,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,3,4,1,1,1,2,1,3,2,1,5,2,,1,1,1,1,1,1,2,1,4,2,,2,4,1,9,5,1,1,3,0.421735026,0.843470052,,0.421735026,0.421735026
2.01702E+11,2024-03-23T08:38:15Z,2024-03-23T08:54:52Z,1,1,1,1,2,2,1,3,,,6,2,,,2,0,1,0,3,3,3,2,1,2,3,1,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,3,2,1,1,,,,,,1,2,2,2,,,,,99,2,,,,,,,,,,4,3,1,1,3,5,2,4,2,2,3,2,,1,2,2,1,3,1,1,1,1,2,,2,3,1,1,3,3,1,1,0.4455025823111444,0.4455025823111444,,,0.4455025823111444
2.01702E+11,2024-03-19T21:08:52Z,2024-03-19T21:10:34Z,2,1,1,2,2,2,1,,,,2,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,3,2,1,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,3,1,1,1,2,3,2,1,1,3,2,2,,1,1,1,1,6,10,,3,6,1,,1,1,2,3,2,2,2,2,4.871332981139577,,,,4.871332981139577
2.01702E+11,2024-03-21T18:32:52Z,2024-03-21T18:37:34Z,2,1,1,1,1,1,2,4,5,4,,2,2,2,,0,1,1,3,3,2,2,1,2,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,2,1,3,2,2,2,1,1,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,2,2,3,2,2,2,1,2,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,1,1,6,2,,1,1,1,1,1,2,2,2,2,3,1,1,2,1,9,3,2,2,3,1.113864577140334,1.113864577140334,1.113864577140334,1.113864577140334,
2.01702E+11,2024-03-20T13:02:13Z,2024-03-20T13:11:46Z,2,1,2,1,2,2,1,2,,,4,1,,,2,0,1,0,3,3,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,3,4,1,1,2,3,2,3,2,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,3,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,5,,1,1,4,8,2,4,1,2,3,2,,1,1,1,1,1,12,,3,5,1,,1,1,1,4,2,2,1,2,0.4578105244340874,0.4578105244340874,,,0.4578105244340874
2.01702E+11,2024-03-19T18:58:16Z,2024-03-19T19:14:39Z,1,1,1,1,1,1,2,2,2,2,,1,1,1,,0,1,1,2,3,3,2,1,3,3,2,1,1,2,2,2,1,1,1,2,3,3,3,4,1,2,,,,,,,,,,3,4,1,3,2,1,1,3,3,3,3,1,2,1,2,1,1,1,1,2,3,2,3,4,1,2,,,,,,,,,,4,4,1,2,2,2,2,3,2,3,1,1,1,1,2,1,1,1,1,1,3,2,3,4,2,1,5,,,,,3,3,3,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,2,2,1,1,6,2,,1,4,4,1,1,12,,3,5,3,2,2,3,1,9,3,1,2,99,0.7486459673653183,0.7486459673653183,0.7486459673653183,0.7486459673653183,
2.01702E+11,2024-03-22T07:48:58Z,2024-03-22T07:52:39Z,2,1,1,1,1,2,2,3,3,,,2,2,,,0,1,0,3,3,2,3,1,3,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,3,1,3,2,,,,,,1,2,1,2,,,,,1,1,5,,,,,1,1,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,3,2,1,6,2,,1,1,1,1,2,9,,3,6,3,2,2,3,1,9,3,1,1,3,0.43402993778402993,0.43402993778402993,,0.43402993778402993,
2.01702E+11,2024-03-20T18:04:45Z,2024-03-21T08:08:54Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,2,3,1,1,1,2,2,1,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,3,3,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,2,1,2,3,2,,4,1,1,4,4,12,,3,6,2,,2,4,3,4,5,1,2,2,3.730876835738617,3.730876835738617,,,
2.01702E+11,2024-03-20T13:45:44Z,2024-03-20T13:48:15Z,1,1,1,1,2,2,2,6,,,,2,,,,0,1,0,3,3,3,3,1,3,3,3,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,3,4,1,2,3,2,,4,1,1,4,2,11,,4,6,3,1,1,1,1,9,2,4,1,3,0.351171162,0.351171162,,,
2.01702E+11,2024-03-19T21:39:23Z,2024-03-19T21:45:06Z,2,1,2,2,2,1,2,,,6,,,,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,3,3,,,,,,2,2,2,2,,,,,99,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,1,2,1,5,3,2,2,3,1,9,3,1,1,3,0.4581507854834811,,0.4581507854834811,,
2.01702E+11,2024-03-19T15:31:45Z,2024-03-19T15:33:46Z,1,1,1,1,2,1,2,6,,5,,2,,2,,0,1,1,2,3,3,2,1,3,3,2,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,2,1,3,3,3,2,1,3,3,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,1,2,1,1,6,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,5,1,1,3,0.5614611319030425,0.5614611319030425,0.5614611319030425,,
